Sl_No,District,Market,Commodity,Variety,Grade,Min_Price_Rs,Max_Price_Rs,Modal_Price_Rs,Date
2407,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3171,3171,2024-11-16
3009,Ratlam,Ratlam,Wheat,Wheat,FAQ,2781,3286,2894,2024-11-16
1514,Ratlam,Jaora,Wheat,Wheat,FAQ,2211,3411,2950,2024-11-16
4884,Ratlam,Taal,Wheat,Wheat,FAQ,2681,3000,2900,2024-11-16
4030,Ratlam,Sailana,Wheat,Wheat,FAQ,2660,3271,2911,2024-11-16
746,Ratlam,A lot,Wheat,Wheat,FAQ,2800,2931,2925,2024-11-16
4128,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2660,3271,2911,2024-11-16
2988,Ratlam,Ratlam,Wheat,Wheat,FAQ,2700,3400,3100,2024-11-18
4865,Ratlam,Taal,Wheat,Wheat,FAQ,2600,3200,2856,2024-11-18
2617,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3352,3352,3352,2024-11-18
2406,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3160,3160,2024-11-18
1549,Ratlam,Jaora,Wheat,Wheat,FAQ,2320,3231,2900,2024-11-18
711,Ratlam,A lot,Wheat,Wheat,FAQ,2640,2999,2940,2024-11-18
4202,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3350,3190,2024-11-18
4040,Ratlam,Sailana,Wheat,Wheat,FAQ,2700,3350,3190,2024-11-18
4046,Ratlam,Sailana,Wheat,Wheat,FAQ,2711,3250,2911,2024-11-19
1688,Ratlam,Jaora,Wheat,Wheat,FAQ,2761,3501,2940,2024-11-19
4857,Ratlam,Taal,Wheat,Wheat,FAQ,2596,3200,3200,2024-11-19
2976,Ratlam,Ratlam,Wheat,Wheat,FAQ,2655,3799,3100,2024-11-19
4206,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2711,3250,2911,2024-11-19
727,Ratlam,A lot,Wheat,Wheat,FAQ,2700,2975,2975,2024-11-19
2464,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3151,3151,3151,2024-11-19
741,Ratlam,A lot,Wheat,Wheat,FAQ,2752,2890,2870,2024-11-20
3513,Ratlam,Sailana,Wheat,Lokwan,FAQ,2811,5480,3100,2024-11-20
4190,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2665,4000,2881,2024-11-20
4032,Ratlam,Sailana,Wheat,Wheat,FAQ,2665,3130,3050,2024-11-20
2956,Ratlam,Ratlam,Wheat,Wheat,FAQ,2600,3499,2900,2024-11-20
1637,Ratlam,Jaora,Wheat,Wheat,FAQ,2601,3401,2940,2024-11-20
4893,Ratlam,Taal,Wheat,Wheat,FAQ,2699,3200,2845,2024-11-20
2463,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3150,3258,3258,2024-11-20
2949,Ratlam,Ratlam,Wheat,Wheat,FAQ,2599,3538,3101,2024-11-21
1529,Ratlam,Jaora,Wheat,Wheat,FAQ,2291,3480,3050,2024-11-21
2377,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2930,3150,3060,2024-11-21
739,Ratlam,A lot,Wheat,Wheat,FAQ,2750,2981,2899,2024-11-21
4923,Ratlam,Taal,Wheat,Wheat,FAQ,2800,2850,2850,2024-11-21
4042,Ratlam,Sailana,Wheat,Wheat,FAQ,2701,3151,2961,2024-11-21
2924,Ratlam,Ratlam,Wheat,Wheat,FAQ,2523,3462,3030,2024-11-22
4824,Ratlam,Taal,Wheat,Wheat,FAQ,2500,3019,2991,2024-11-22
3512,Ratlam,Sailana,Wheat,Lokwan,FAQ,2800,2880,2880,2024-11-22
2577,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2822,3033,3033,2024-11-22
4130,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2700,3226,2963,2024-11-22
1653,Ratlam,Jaora,Wheat,Wheat,FAQ,2650,14700,2920,2024-11-22
2396,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2970,3150,2994,2024-11-22
4008,Ratlam,Sailana,Wheat,Wheat,FAQ,2600,3121,2650,2024-11-22
725,Ratlam,A lot,Wheat,Wheat,FAQ,2700,2921,2860,2024-11-22
1493,Ratlam,Jaora,Wheat,Wheat,FAQ,2191,3181,2931,2024-11-25
4866,Ratlam,Taal,Wheat,Wheat,FAQ,2601,2951,2751,2024-11-25
563,Ratlam,A lot,Wheat,Wheat,FAQ,2281,2900,2800,2024-11-25
2597,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2985,2985,2985,2024-11-25
2972,Ratlam,Ratlam,Wheat,Wheat,FAQ,2650,3200,2900,2024-11-25
4186,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2650,3200,2851,2024-11-25
2386,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2950,3201,3201,2024-11-25
4024,Ratlam,Sailana,Wheat,Wheat,FAQ,2650,3200,2851,2024-11-25
1639,Ratlam,Jaora,Wheat,Wheat,FAQ,2605,3171,2850,2024-11-26
717,Ratlam,A lot,Wheat,Wheat,FAQ,2652,2711,2711,2024-11-26
4184,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2640,3170,2900,2024-11-26
4906,Ratlam,Taal,Wheat,Wheat,FAQ,2725,2891,2761,2024-11-26
1717,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3000,3000,3000,2024-11-26
2395,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2970,3040,2970,2024-11-26
4020,Ratlam,Sailana,Wheat,Wheat,FAQ,2640,3080,2885,2024-11-26
3004,Ratlam,Ratlam,Wheat,Wheat,FAQ,2765,3260,2900,2024-11-26
4900,Ratlam,Taal,Wheat,Wheat,FAQ,2701,2901,2901,2024-11-27
4031,Ratlam,Sailana,Wheat,Wheat,FAQ,2661,3061,3050,2024-11-27
2370,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3168,3168,2024-11-27
1630,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3200,2860,2024-11-27
733,Ratlam,A lot,Wheat,Wheat,FAQ,2711,2760,2760,2024-11-27
4129,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2661,3061,3050,2024-11-27
2861,Ratlam,Ratlam,Wheat,Wheat,FAQ,2354,3176,2951,2024-11-27
728,Ratlam,A lot,Wheat,Wheat,FAQ,2701,2870,2828,2024-11-28
4127,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2654,3170,2831,2024-11-28
2373,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2926,3125,3092,2024-11-28
4029,Ratlam,Sailana,Wheat,Wheat,FAQ,2654,3170,2831,2024-11-28
1469,Ratlam,Jaora,Wheat,Wheat,FAQ,2000,3451,2900,2024-11-28
2993,Ratlam,Ratlam,Wheat,Wheat,FAQ,2722,3149,2910,2024-11-28
4894,Ratlam,Taal,Wheat,Wheat,FAQ,2700,2750,2750,2024-11-28
4125,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2600,3040,2799,2024-11-29
2375,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2927,3191,3191,2024-12-02
4023,Ratlam,Sailana,Wheat,Wheat,FAQ,2650,3070,2999,2024-12-02
4126,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2650,3112,2999,2024-12-02
3514,Ratlam,Sailana,Wheat,Lokwan,FAQ,2834,3112,3112,2024-12-02
2989,Ratlam,Ratlam,Wheat,Wheat,FAQ,2701,3827,3000,2024-12-02
696,Ratlam,A lot,Wheat,Wheat,FAQ,2600,2835,2800,2024-12-02
1632,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3270,2870,2024-12-02
4889,Ratlam,Taal,Wheat,Wheat,FAQ,2695,3100,2800,2024-12-02
4913,Ratlam,Taal,Wheat,Wheat,FAQ,2751,2981,2981,2024-12-03
747,Ratlam,A lot,Wheat,Wheat,FAQ,2800,2952,2850,2024-12-03
2973,Ratlam,Ratlam,Wheat,Wheat,FAQ,2650,3469,3000,2024-12-04
3548,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2850,2850,2850,2024-12-04
1561,Ratlam,Jaora,Wheat,Wheat,FAQ,2350,3550,2970,2024-12-04
3497,Ratlam,Sailana,Wheat,Lokwan,FAQ,2660,2936,2900,2024-12-04
4036,Ratlam,Sailana,Wheat,Wheat,FAQ,2699,3321,2890,2024-12-04
1400,Ratlam,Jaora,Wheat,Mill Quality,FAQ,2928,2928,2928,2024-12-04
2569,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2761,3050,3050,2024-12-04
2390,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2960,3135,3135,2024-12-04
4194,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2691,3325,3000,2024-12-04
4749,Ratlam,Taal,Wheat,Wheat,FAQ,2302,2991,2991,2024-12-04
1449,Ratlam,Jaora,Wheat,Wheat,FAQ,1500,3561,2980,2024-12-05
4927,Ratlam,Taal,Wheat,Wheat,FAQ,2805,3029,3029,2024-12-05
4074,Ratlam,Sailana,Wheat,Wheat,FAQ,2895,3186,3186,2024-12-05
2298,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2600,3090,3090,2024-12-05
2586,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2864,4225,4225,2024-12-05
4196,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2699,3321,2890,2024-12-05
3482,Ratlam,Sailana,Wheat,Lokwan,FAQ,2581,3500,3200,2024-12-05
1718,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3081,3081,3081,2024-12-05
3012,Ratlam,Ratlam,Wheat,Wheat,FAQ,2790,3550,2880,2024-12-05
2580,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2829,3138,3138,2024-12-06
4933,Ratlam,Taal,Wheat,Wheat,FAQ,2831,3100,3100,2024-12-06
3516,Ratlam,Sailana,Wheat,Lokwan,FAQ,2871,2933,2901,2024-12-06
2400,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2980,3099,3099,2024-12-06
1642,Ratlam,Jaora,Wheat,Wheat,FAQ,2623,3361,3060,2024-12-06
4132,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2750,3171,2800,2024-12-06
736,Ratlam,A lot,Wheat,Wheat,FAQ,2720,2740,2740,2024-12-06
2897,Ratlam,Ratlam,Wheat,Wheat,FAQ,2496,3600,2860,2024-12-06
4053,Ratlam,Sailana,Wheat,Wheat,FAQ,2750,3171,2800,2024-12-06
3124,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,2800,2800,2800,2024-12-07
4041,Ratlam,Sailana,Wheat,Wheat,FAQ,2701,3140,3140,2024-12-07
2996,Ratlam,Ratlam,Wheat,Wheat,FAQ,2731,3400,2845,2024-12-07
4921,Ratlam,Taal,Wheat,Wheat,FAQ,2781,3107,2965,2024-12-07
732,Ratlam,A lot,Wheat,Wheat,FAQ,2710,2718,2718,2024-12-07
4204,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2701,3600,3000,2024-12-07
2458,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3140,3240,3240,2024-12-07
1471,Ratlam,Jaora,Wheat,Wheat,FAQ,2000,3623,3100,2024-12-07
4057,Ratlam,Sailana,Wheat,Wheat,FAQ,2778,3170,2950,2024-12-09
1663,Ratlam,Jaora,Wheat,Wheat,FAQ,2696,3471,2981,2024-12-09
3502,Ratlam,Sailana,Wheat,Lokwan,FAQ,2671,2971,2861,2024-12-09
2359,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2900,3162,3070,2024-12-09
754,Ratlam,A lot,Wheat,Wheat,FAQ,2886,2901,2899,2024-12-09
3007,Ratlam,Ratlam,Wheat,Wheat,FAQ,2775,3965,2863,2024-12-09
2578,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2824,4185,4185,2024-12-09
4920,Ratlam,Taal,Wheat,Wheat,FAQ,2781,2888,2888,2024-12-09
4192,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2671,3170,2950,2024-12-09
4195,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2699,3281,2990,2024-12-10
3010,Ratlam,Ratlam,Wheat,Wheat,FAQ,2785,3636,2976,2024-12-11
715,Ratlam,A lot,Wheat,Wheat,FAQ,2651,2895,2895,2024-12-11
1715,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,2771,2811,2811,2024-12-11
4897,Ratlam,Taal,Wheat,Wheat,FAQ,2700,3067,3067,2024-12-11
2417,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3111,3111,2024-12-11
4045,Ratlam,Sailana,Wheat,Wheat,FAQ,2705,3303,3303,2024-12-11
4218,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2800,3303,3000,2024-12-11
1661,Ratlam,Jaora,Wheat,Wheat,FAQ,2681,3321,3011,2024-12-11
4012,Ratlam,Sailana,Wheat,Wheat,FAQ,2600,3250,2630,2024-12-12
4182,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2622,3130,2876,2024-12-12
1677,Ratlam,Jaora,Wheat,Wheat,FAQ,2728,3290,2980,2024-12-12
4924,Ratlam,Taal,Wheat,Wheat,FAQ,2800,2880,2880,2024-12-12
2992,Ratlam,Ratlam,Wheat,Wheat,FAQ,2720,3170,3020,2024-12-12
3510,Ratlam,Sailana,Wheat,Lokwan,FAQ,2781,2991,2900,2024-12-12
2409,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2994,3096,3096,2024-12-12
2381,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2935,3147,3147,2024-12-13
748,Ratlam,A lot,Wheat,Wheat,FAQ,2801,2915,2900,2024-12-13
4191,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2670,3182,2926,2024-12-13
3001,Ratlam,Ratlam,Wheat,Wheat,FAQ,2756,3185,2885,2024-12-13
2574,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2810,3186,2831,2024-12-13
1652,Ratlam,Jaora,Wheat,Wheat,FAQ,2650,3451,2740,2024-12-13
4941,Ratlam,Taal,Wheat,Wheat,FAQ,2866,2892,2892,2024-12-13
4060,Ratlam,Sailana,Wheat,Wheat,FAQ,2800,3182,3182,2024-12-13
4173,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,2600,2600,2024-12-15
4003,Ratlam,Sailana,Wheat,Wheat,FAQ,2600,2600,2600,2024-12-15
738,Ratlam,A lot,Wheat,Wheat,FAQ,2750,2760,2760,2024-12-16
2430,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3022,3150,3150,2024-12-16
4940,Ratlam,Taal,Wheat,Wheat,FAQ,2865,2991,2991,2024-12-16
4133,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2910,3237,2990,2024-12-16
1673,Ratlam,Jaora,Wheat,Wheat,FAQ,2716,3476,3050,2024-12-16
2573,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2800,3225,3225,2024-12-16
4081,Ratlam,Sailana,Wheat,Wheat,FAQ,2910,3237,2990,2024-12-16
1722,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3371,3371,3371,2024-12-16
3000,Ratlam,Ratlam,Wheat,Wheat,FAQ,2752,3400,2860,2024-12-16
2466,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3157,3157,3157,2024-12-17
1575,Ratlam,Jaora,Wheat,Wheat,FAQ,2400,3491,3080,2024-12-17
4918,Ratlam,Taal,Wheat,Wheat,FAQ,2771,3100,3100,2024-12-17
2587,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2874,3175,3175,2024-12-17
3021,Ratlam,Ratlam,Wheat,Wheat,FAQ,2830,3232,2999,2024-12-17
4199,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3251,2999,2024-12-17
4951,Ratlam,Taal,Wheat,Wheat,FAQ,2941,3100,3100,2024-12-18
1633,Ratlam,Jaora,Wheat,Wheat,FAQ,2600,3346,3140,2024-12-18
4134,Ratlam,Sailana(F&V),Wheat,147 Average,FAQ,2960,3242,3242,2024-12-18
2917,Ratlam,Ratlam,Wheat,Wheat,FAQ,2500,3451,3050,2024-12-18
4084,Ratlam,Sailana,Wheat,Wheat,FAQ,2960,3242,3242,2024-12-18
720,Ratlam,A lot,Wheat,Wheat,FAQ,2678,2824,2765,2024-12-18
2418,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3151,3151,2024-12-18
2588,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2878,3166,3166,2024-12-18
4200,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2700,3272,2986,2024-12-19
3961,Ratlam,Sailana,Wheat,Wheat,FAQ,2477,3272,3272,2024-12-19
4932,Ratlam,Taal,Wheat,Wheat,FAQ,2827,3100,3100,2024-12-19
1585,Ratlam,Jaora,Wheat,Wheat,FAQ,2461,3275,3080,2024-12-19
3023,Ratlam,Ratlam,Wheat,Wheat,FAQ,2849,3341,3144,2024-12-19
2408,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3180,3180,2024-12-19
2603,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3036,3036,3036,2024-12-19
3025,Ratlam,Ratlam,Wheat,Wheat,FAQ,2852,3276,2990,2024-12-20
2387,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2950,3246,3246,2024-12-20
4068,Ratlam,Sailana,Wheat,Wheat,FAQ,2851,3265,3265,2024-12-20
4208,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2720,3265,2980,2024-12-20
1720,Ratlam,Jaora,Wheat,Wheat Mix,FAQ,3192,3192,3192,2024-12-20
4948,Ratlam,Taal,Wheat,Wheat,FAQ,2900,3100,3100,2024-12-20
1662,Ratlam,Jaora,Wheat,Wheat,FAQ,2691,3371,3100,2024-12-20
2601,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3016,3041,3041,2024-12-21
4961,Ratlam,Taal,Wheat,Wheat,FAQ,3005,3200,3200,2024-12-21
4177,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2600,3150,2740,2024-12-21
3006,Ratlam,Ratlam,Wheat,Wheat,FAQ,2775,3434,3065,2024-12-21
4090,Ratlam,Sailana,Wheat,Wheat,FAQ,3071,3150,3150,2024-12-21
2432,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3035,3242,3242,2024-12-21
1636,Ratlam,Jaora,Wheat,Wheat,FAQ,2601,3261,3070,2024-12-21
2429,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3020,3226,3226,2024-12-23
3020,Ratlam,Ratlam,Wheat,Wheat,FAQ,2820,3190,3140,2024-12-23
1689,Ratlam,Jaora,Wheat,Wheat,FAQ,2771,3226,3060,2024-12-23
2592,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2940,2940,2940,2024-12-23
4209,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2720,3280,3000,2024-12-23
1403,Ratlam,Jaora,Wheat,Mill Quality,FAQ,3074,3074,3074,2024-12-23
4952,Ratlam,Taal,Wheat,Wheat,FAQ,2941,3200,3001,2024-12-23
4959,Ratlam,Taal,Wheat,Wheat,FAQ,2969,3200,3200,2024-12-24
2420,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3191,3191,2024-12-24
3029,Ratlam,Ratlam,Wheat,Wheat,FAQ,2888,3435,3090,2024-12-24
1693,Ratlam,Jaora,Wheat,Wheat,FAQ,2825,3261,3040,2024-12-24
3520,Ratlam,Sailana,Wheat,Lokwan,FAQ,2950,2950,2950,2024-12-24
3833,Ratlam,Sailana,Wheat,Wheat,FAQ,2060,2060,2060,2024-12-24
2599,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2998,2998,2998,2024-12-24
744,Ratlam,A lot,Wheat,Wheat,FAQ,2800,2810,2810,2024-12-24
4212,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2748,3290,3019,2024-12-25
4203,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2701,3205,2950,2024-12-26
2457,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3125,3167,3136,2024-12-26
3027,Ratlam,Ratlam,Wheat,Wheat,FAQ,2865,3271,3019,2024-12-26
4825,Ratlam,Taal,Wheat,Wheat,FAQ,2500,3200,3200,2024-12-26
1606,Ratlam,Jaora,Wheat,Wheat,FAQ,2526,3495,3024,2024-12-26
745,Ratlam,A lot,Wheat,Wheat,FAQ,2800,2888,2888,2024-12-26
4229,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2900,3500,3300,2024-12-27
2444,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3077,3181,3181,2024-12-27
1695,Ratlam,Jaora,Wheat,Wheat,FAQ,2871,3351,3090,2024-12-27
4078,Ratlam,Sailana,Wheat,Wheat,FAQ,2900,3300,3300,2024-12-27
1406,Ratlam,Jaora,Wheat,Mill Quality,FAQ,3241,3241,3241,2024-12-27
4960,Ratlam,Taal,Wheat,Wheat,FAQ,2971,3200,3041,2024-12-27
3014,Ratlam,Ratlam,Wheat,Wheat,FAQ,2800,3293,3000,2024-12-27
751,Ratlam,A lot,Wheat,Wheat,FAQ,2850,2875,2875,2024-12-30
4223,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2851,3299,3070,2024-12-30
4956,Ratlam,Taal,Wheat,Wheat,FAQ,2957,3200,3100,2024-12-30
4069,Ratlam,Sailana,Wheat,Wheat,FAQ,2871,3299,2871,2024-12-30
1682,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,3351,3060,2024-12-30
4221,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2821,3452,3136,2024-12-31
4955,Ratlam,Taal,Wheat,Wheat,FAQ,2951,3200,3200,2024-12-31
1572,Ratlam,Jaora,Wheat,Wheat,FAQ,2400,3260,3200,2024-12-31
2433,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3040,3200,3200,2024-12-31
3002,Ratlam,Ratlam,Wheat,Wheat,FAQ,2758,3254,3081,2024-12-31
2594,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2960,3060,3060,2024-12-31
3826,Ratlam,Sailana,Wheat,Wheat,FAQ,2000,3241,3099,2024-12-31
2602,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3023,3200,3200,2025-01-01
756,Ratlam,A lot,Wheat,Wheat,FAQ,2960,3070,2990,2025-01-01
4969,Ratlam,Taal,Wheat,Wheat,FAQ,3120,3146,3146,2025-01-01
4214,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2752,3300,3121,2025-01-01
3030,Ratlam,Ratlam,Wheat,Wheat,FAQ,2900,3181,3129,2025-01-01
3544,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2752,3200,3200,2025-01-01
1676,Ratlam,Jaora,Wheat,Wheat,FAQ,2725,3459,3130,2025-01-01
2425,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3010,3185,3185,2025-01-01
3522,Ratlam,Sailana,Wheat,Lokwan,FAQ,3000,3300,3300,2025-01-01
1649,Ratlam,Jaora,Wheat,Wheat,FAQ,2646,3460,3200,2025-01-02
4066,Ratlam,Sailana,Wheat,Wheat,FAQ,2840,3341,3341,2025-01-02
4962,Ratlam,Taal,Wheat,Wheat,FAQ,3006,3126,3126,2025-01-02
3035,Ratlam,Ratlam,Wheat,Wheat,FAQ,2934,3200,3116,2025-01-02
2439,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3053,3190,3131,2025-01-02
3549,Ratlam,Sailana,Wheat,Mill Quality,FAQ,2900,2900,2900,2025-01-02
3031,Ratlam,Ratlam,Wheat,Wheat,FAQ,2900,3300,3150,2025-01-03
753,Ratlam,A lot,Wheat,Wheat,FAQ,2876,2987,2987,2025-01-03
4925,Ratlam,Taal,Wheat,Wheat,FAQ,2800,3183,3061,2025-01-03
1684,Ratlam,Jaora,Wheat,Wheat,FAQ,2750,4200,3200,2025-01-03
2581,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2831,2980,2980,2025-01-03
2467,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3165,3165,3165,2025-01-03
4087,Ratlam,Sailana,Wheat,Wheat,FAQ,2980,3324,3324,2025-01-03
1694,Ratlam,Jaora,Wheat,Wheat,FAQ,2861,3341,3240,2025-01-04
3022,Ratlam,Ratlam,Wheat,Wheat,FAQ,2840,3334,3260,2025-01-04
4088,Ratlam,Sailana,Wheat,Wheat,FAQ,2981,3411,3411,2025-01-04
2473,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3193,3213,3213,2025-01-04
3521,Ratlam,Sailana,Wheat,Lokwan,FAQ,2975,3251,3251,2025-01-04
4054,Ratlam,Sailana,Wheat,Wheat,FAQ,2751,3390,3271,2025-01-06
4958,Ratlam,Taal,Wheat,Wheat,FAQ,2960,3151,3151,2025-01-06
4213,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2751,3390,3271,2025-01-06
755,Ratlam,A lot,Wheat,Wheat,FAQ,2950,3000,3000,2025-01-07
1671,Ratlam,Jaora,Wheat,Wheat,FAQ,2702,3443,3200,2025-01-07
2611,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,3086,3086,3086,2025-01-07
2461,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3150,3217,3217,2025-01-07
4079,Ratlam,Sailana,Wheat,Wheat,FAQ,2900,3393,3100,2025-01-07
4957,Ratlam,Taal,Wheat,Wheat,FAQ,2960,3065,3065,2025-01-07
3041,Ratlam,Ratlam,Wheat,Wheat,FAQ,2990,3249,3221,2025-01-07
4228,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2900,3393,3100,2025-01-07
1670,Ratlam,Jaora,Wheat,Wheat,FAQ,2700,3430,3150,2025-01-08
4966,Ratlam,Taal,Wheat,Wheat,FAQ,3050,3191,3191,2025-01-08
4237,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,3071,3410,3200,2025-01-08
3045,Ratlam,Ratlam,Wheat,Wheat,FAQ,3066,3500,3100,2025-01-08
4091,Ratlam,Sailana,Wheat,Wheat,FAQ,3071,3410,3220,2025-01-08
2459,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3140,3241,3241,2025-01-08
4232,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2970,3360,3060,2025-01-09
4085,Ratlam,Sailana,Wheat,Wheat,FAQ,2970,3360,3360,2025-01-09
4841,Ratlam,Taal,Wheat,Wheat,FAQ,2560,3177,3177,2025-01-09
3146,Ratlam,Ratlam,Wheat,Wheat Mix,FAQ,3158,3158,3158,2025-01-09
2468,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3166,3166,3166,2025-01-09
3016,Ratlam,Ratlam,Wheat,Wheat,FAQ,2800,4010,3100,2025-01-09
752,Ratlam,A lot,Wheat,Wheat,FAQ,2875,2900,2900,2025-01-10
2474,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3215,3310,3310,2025-01-10
4950,Ratlam,Taal,Wheat,Wheat,FAQ,2925,3126,3126,2025-01-10
1678,Ratlam,Jaora,Wheat,Wheat,FAQ,2735,3361,3180,2025-01-10
3046,Ratlam,Ratlam,Wheat,Wheat,FAQ,3068,3337,3273,2025-01-10
4062,Ratlam,Sailana,Wheat,Wheat,FAQ,2800,3199,3141,2025-01-10
3048,Ratlam,Ratlam,Wheat,Wheat,FAQ,3250,3299,3299,2025-01-11
4231,Ratlam,Sailana(F&V),Wheat,Lokwan,FAQ,2940,3361,3019,2025-01-13
4083,Ratlam,Sailana,Wheat,Wheat,FAQ,2940,3361,3361,2025-01-13
1600,Ratlam,Jaora,Wheat,Wheat,FAQ,2510,3340,3190,2025-01-13
