"Min,Max,Modal Price from Madhya Pradesh,Ratlam[Wheat] from 01-Jan-2023To29-Aug-2025 (Total-5016) (Total-5016)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
2311,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2669,3190,2800,16-Jul-24
2312,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2690,3251,2870,28-Jun-24
2313,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2700,3141,3141,05-May-25
2314,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2709,2797,2797,16-Jun-25
2315,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2711,3147,2720,27-Jun-24
2316,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2715,2965,2965,08-Aug-24
2317,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2725,2850,2800,27-Jul-24
2318,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2727,2800,2800,18-Jun-25
2319,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2729,3091,3091,27-Sep-24
2320,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2750,2800,2800,04-Nov-24
2321,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2750,2992,2750,10-Sep-24
2322,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2750,3003,2800,23-Aug-24
2323,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2750,3190,2750,23-Sep-24
2324,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2761,2761,2761,17-Mar-24
2325,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2766,3065,3065,30-Sep-24
2326,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2769,3125,3125,16-Aug-24
2327,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2770,2897,2897,24-Sep-24
2328,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2770,3004,2966,17-Aug-24
2329,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2775,3190,3190,21-Sep-24
2330,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2788,2788,2788,23-Jul-24
2331,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2799,3150,2950,20-May-24
2332,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2800,2800,2800,13-Sep-24
2333,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2800,3000,3000,11-Sep-24
2334,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2800,3045,3010,27-Feb-25
2335,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2800,3136,3136,03-Oct-24
2336,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2800,3175,3100,14-Jan-25
2337,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2802,3080,2950,18-Oct-24
2338,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2805,2985,2985,05-Aug-24
2339,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2807,2855,2855,21-Jul-24
2340,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2810,2849,2849,27-Jun-25
2341,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2810,3102,3102,29-Aug-24
2342,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2815,3100,3100,30-Aug-24
2343,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2815,3470,2980,14-Aug-24
2344,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2821,3066,3066,27-Aug-24
2345,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2825,2990,3755,08-Mar-24
2346,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2828,3052,3052,20-Aug-24
2347,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2828,3151,3151,19-Sep-24
2348,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2839,3011,3011,29-Oct-24
2349,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2839,3286,3286,19-Oct-24
2350,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2840,3011,3011,28-Aug-24
2351,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2856,3017,3017,26-Jul-24
2352,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2865,3011,3011,12-Sep-24
2353,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2875,3100,3100,30-Oct-24
2354,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2875,3265,3265,15-Oct-24
2355,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2876,3456,2425,09-Feb-24
2356,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2880,3200,3010,25-Oct-24
2357,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2900,2983,2983,19-Jul-25
2358,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2900,2999,2920,13-Aug-24
2359,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2900,3162,3070,09-Dec-24
2360,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2900,3175,3045,24-Oct-24
2361,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2900,3258,3244,06-Apr-25
2362,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2901,3000,3000,01-Aug-25
2363,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2902,3000,3000,31-Jul-25
2364,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2905,2930,2930,20-Jul-24
2365,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2905,3000,3000,21-Jul-25
2366,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2906,3600,3600,02-Aug-25
2367,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2920,3000,2980,06-Aug-25
2368,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3005,3005,01-Mar-25
2369,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3136,3136,11-Nov-24
2370,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3168,3168,27-Nov-24
2371,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3180,2781,26-Dec-23
2372,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2925,3291,2581,24-Jan-24
2373,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2926,3125,3092,28-Nov-24
2374,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2927,3155,3155,04-Oct-24
2375,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2927,3191,3191,02-Dec-24
2376,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2930,3000,3000,25-Aug-25
2377,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2930,3150,3060,21-Nov-24
2378,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2930,3201,2400,31-Jan-24
2379,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2930,3261,3261,07-Nov-24
2380,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2933,3176,3176,12-Nov-24
2381,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2935,3147,3147,13-Dec-24
2382,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2940,3130,2400,20-Feb-24
2383,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2941,3160,2700,29-Jun-24
2384,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2941,3217,3090,23-Oct-24
2385,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2945,3237,3237,05-Oct-24
2386,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2950,3201,3201,25-Nov-24
2387,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2950,3246,3246,20-Dec-24
2388,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2950,3262,3115,08-Nov-24
2389,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2950,3325,3325,16-Oct-24
2390,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2960,3135,3135,04-Dec-24
2391,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2965,2995,2995,22-Aug-24
2392,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2965,3193,3193,08-Oct-24
2393,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2966,3305,2590,25-Jan-24
2394,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2969,3011,3005,28-Feb-25
2395,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2970,3040,2970,26-Nov-24
2396,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2970,3150,2994,22-Nov-24
2397,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2971,3251,2650,05-Jan-24
2398,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2975,3970,3125,21-Oct-24
2399,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2977,3087,3087,01-Oct-24
2400,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2980,3099,3099,06-Dec-24
2401,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2980,3160,2980,14-Nov-24
2402,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2980,3200,3075,22-Oct-24
2403,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2985,3162,3162,14-Oct-24
2404,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2985,3252,2550,27-Dec-23
2405,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3130,3110,15-Feb-25
2406,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3160,3160,18-Nov-24
2407,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3171,3171,16-Nov-24
2408,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2990,3180,3180,19-Dec-24
2409,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2994,3096,3096,12-Dec-24
2410,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2995,3240,2531,28-Dec-23
2411,Ratlam,Ratlam,Wheat,Lokwan,FAQ,2999,3282,3282,25-Sep-24
2412,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3000,3000,22-Jul-24
2413,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3000,3000,25-Jul-24
2414,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3085,3085,20-Sep-24
2415,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3105,3080,30-Jan-25
2416,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3110,3015,31-Jan-25
2417,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3111,3111,11-Dec-24
2418,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3151,3151,18-Dec-24
2419,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3190,3100,29-Jan-25
2420,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3191,3191,24-Dec-24
2421,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3000,3195,3115,13-Feb-25
2422,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3001,3001,3001,25-Apr-25
2423,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3008,3150,3150,13-Nov-24
2424,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3010,3090,3090,19-Feb-25
2425,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3010,3185,3185,01-Jan-25
2426,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3015,3150,3099,25-Feb-25
2427,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3015,3306,3306,06-Nov-24
2428,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3020,3125,3125,01-Feb-25
2429,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3020,3226,3226,23-Dec-24
2430,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3022,3150,3150,16-Dec-24
2431,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3033,3185,2600,04-Jan-24
2432,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3035,3242,3242,21-Dec-24
2433,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3040,3200,3200,31-Dec-24
2434,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3040,3210,3210,18-Feb-25
2435,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3050,3050,3050,22-Jun-24
2436,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3050,3109,3050,29-Dec-23
2437,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3050,3125,3100,11-Feb-25
2438,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3050,3170,3170,12-Feb-25
2439,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3053,3190,3131,02-Jan-25
2440,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3060,3095,3065,30-Dec-23
2441,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3071,3071,3071,09-Oct-24
2442,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3073,3420,2520,29-Jan-24
2443,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3075,3490,3460,20-Feb-25
2444,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3077,3181,3181,27-Dec-24
2445,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3078,3086,2500,01-Jan-24
2446,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3085,3085,3085,02-Jan-24
2447,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3090,3350,2361,05-Feb-24
2448,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3097,3329,2950,23-Jan-24
2449,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3100,2650,14-Feb-24
2450,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3190,3190,17-Feb-25
2451,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3280,3280,17-Jan-25
2452,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3100,3378,2730,12-Jan-24
2453,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3110,3491,2590,08-Feb-24
2454,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3114,3334,2797,16-Jan-24
2455,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3115,3336,2600,07-Feb-24
2456,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3121,3286,3286,07-Oct-24
2457,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3125,3167,3136,26-Dec-24
2458,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3140,3240,3240,07-Dec-24
2459,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3140,3241,3241,08-Jan-25
2460,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3145,3260,2775,08-Jan-24
2461,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3150,3217,3217,07-Jan-25
2462,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3150,3240,2700,15-Feb-24
2463,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3150,3258,3258,20-Nov-24
2464,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3151,3151,3151,19-Nov-24
2465,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3151,3265,2392,01-Feb-24
2466,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3157,3157,3157,17-Dec-24
2467,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3165,3165,3165,03-Jan-25
2468,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3166,3166,3166,09-Jan-25
2469,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3166,3290,2700,13-Feb-24
2470,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3172,3266,3266,16-Jan-25
2471,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3174,3301,2900,19-Jan-24
2472,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3186,3308,2685,09-Jan-24
2473,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3193,3213,3213,04-Jan-25
2474,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3215,3310,3310,10-Jan-25
2475,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3244,3291,2486,20-Jan-24
2476,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3251,3321,2690,18-Jan-24
2477,Ratlam,Ratlam,Wheat,Lokwan,FAQ,3283,3313,2600,10-Jan-24
2478,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2305,2520,2305,19-May-25
2479,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2350,2350,2350,26-May-25
2480,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2410,2410,2410,03-May-25
2481,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2500,2525,2525,07-May-25
2482,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2510,2510,2510,20-May-25
2483,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2540,2540,2540,08-May-25
2484,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2545,2560,2560,04-Mar-25
2485,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2555,2600,2600,05-Mar-25
2486,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2565,2610,2600,14-Apr-25
2487,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2580,2580,2580,07-Mar-25
2488,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2580,2580,2580,13-Mar-25
2489,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2625,2625,2625,26-Apr-25
2490,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2650,2650,2650,30-Mar-25
2491,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2675,2850,2800,01-Apr-25
2492,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2711,2711,2711,29-Apr-25
2493,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2725,2725,2725,27-Apr-25
2494,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2800,2800,2800,10-Apr-25
2495,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2800,3000,3000,05-Apr-25
2496,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,2950,2950,2950,22-Mar-25
2497,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,3000,3000,3000,28-Apr-25
2498,Ratlam,Ratlam,Wheat,Lokwan,Non-FAQ,3200,3250,3250,25-Mar-25
2499,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2386,2412,2412,09-Apr-25
2500,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2416,2434,2426,16-Apr-25
2501,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2416,2484,2420,21-Apr-25
2502,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2441,2441,2441,07-Apr-25
2503,Ratlam,Ratlam,Wheat,Malwa Shakti,FAQ,2826,2826,2826,06-Mar-25
2504,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2000,2900,2900,20-Mar-25
2505,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2000,3205,2540,12-Mar-25
2506,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2100,2100,2350,20-Mar-24
2507,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2100,2100,2700,18-Mar-24
2508,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2100,2100,2700,21-Mar-24
2509,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2150,2150,2476,23-Mar-24
2510,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2151,2299,2600,06-Mar-24
2511,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2230,2390,2381,26-Mar-24
2512,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2251,2336,2584,09-Mar-24
2513,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2272,2705,2705,11-Mar-25
2514,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2281,2440,2440,27-Mar-25
2515,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2300,2350,2350,12-Jul-25
2516,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2300,2751,2450,21-Mar-25
2517,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2307,2307,2500,30-Apr-24
2518,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2310,2461,2300,27-Mar-24
2519,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2318,2524,2600,13-Mar-24
2520,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2325,2677,2435,17-Mar-25
2521,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2341,3110,3110,10-Mar-25
2522,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2345,2345,2345,22-Apr-25
2523,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2391,2399,2399,26-Mar-25
2524,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2400,2671,2450,24-Mar-25
2525,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2405,2405,2405,04-Jun-25
2526,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2405,2535,2525,11-Apr-25
2527,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2410,2417,2417,25-Mar-25
2528,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2414,2414,2500,31-May-24
2529,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2435,3168,3168,18-Mar-25
2530,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2450,2450,2450,15-Jul-25
2531,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2451,3191,2541,13-Apr-24
2532,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2476,2777,2777,25-Sep-24
2533,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2500,2526,2500,16-Apr-25
2534,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2500,2884,2781,03-Mar-25
2535,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2505,2551,2551,19-Apr-25
2536,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2507,2758,2758,04-Mar-25
2537,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2520,2825,2550,17-Apr-25
2538,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2522,2522,2522,13-Mar-25
2539,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2525,2525,2525,05-Aug-24
2540,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2566,2566,2566,27-Jun-25
2541,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2576,2911,2650,03-Jul-24
2542,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2580,2580,2580,24-Jul-24
2543,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2581,2932,2640,01-Mar-25
2544,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2586,2586,2586,29-Jul-24
2545,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2599,2631,2631,02-Aug-24
2546,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2610,2648,2648,19-Sep-24
2547,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2616,2925,2776,28-Feb-25
2548,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2636,3240,3240,07-Mar-25
2549,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2645,2645,2652,01-Jul-24
2550,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2647,2647,2647,23-Sep-24
2551,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2649,2649,2500,11-Jun-24
2552,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2650,2701,2701,06-Mar-25
2553,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2660,2660,2660,22-Jul-24
2554,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2679,2679,2679,02-Sep-24
2555,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2680,2761,2761,29-Aug-24
2556,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2690,3031,2851,27-Feb-25
2557,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2692,2823,2823,16-Aug-24
2558,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2697,2697,2697,22-Aug-24
2559,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2700,3101,3101,24-Feb-25
2560,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2705,4141,3150,16-Oct-24
2561,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2722,2722,2722,20-Sep-24
2562,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2725,3158,3158,03-Oct-24
2563,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2727,2727,2727,01-Oct-24
2564,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2729,2970,2970,26-Jul-24
2565,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2736,3225,2813,18-Oct-24
2566,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2740,3186,3186,15-Oct-24
2567,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2742,2742,2742,27-Aug-24
2568,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2745,2745,2720,26-Jun-24
2569,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2761,3050,3050,04-Dec-24
2570,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2775,2775,2775,21-Sep-24
2571,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2784,2784,2900,05-Jul-24
2572,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2800,2800,2800,17-Jul-25
2573,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2800,3225,3225,16-Dec-24
2574,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2810,3186,2831,13-Dec-24
2575,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2820,3140,3140,19-Oct-24
2576,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2821,3075,2999,25-Feb-25
2577,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2822,3033,3033,22-Nov-24
2578,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2824,4185,4185,09-Dec-24
2579,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2825,2825,2825,22-Oct-24
2580,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2829,3138,3138,06-Dec-24
2581,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2831,2980,2980,03-Jan-25
2582,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2833,3199,3199,21-Oct-24
2583,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2840,2840,2840,08-Oct-24
2584,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2841,3201,3201,14-Nov-24
2585,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2851,3116,3116,06-Nov-24
2586,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2864,4225,4225,05-Dec-24
2587,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2874,3175,3175,17-Dec-24
2588,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2878,3166,3166,18-Dec-24
2589,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2880,2880,2880,11-Nov-24
2590,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2925,2925,2925,23-Oct-24
2591,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2940,2940,2940,20-Jul-24
2592,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2940,2940,2940,23-Dec-24
2593,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2944,3190,3190,04-Oct-24
2594,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2960,3060,3060,31-Dec-24
2595,Ratlam,Ratlam,Wheat,Mill Quality,FAQ,2971,2971,2971,12-Jul-24
